,CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Geography_France,Geography_Germany,Geography_Spain
5747,542,Male,3.5553480614894135,8,108653.93,1,0,1,144725.14,0,False,False,True
5748,645,Female,3.828641396489095,8,85325.93,1,0,0,22558.74,0,True,False,False
5749,844,Female,3.4011973816621555,8,0.0,2,0,0,147342.03,0,True,False,False
5750,747,Male,3.6375861597263857,9,135776.36,3,1,0,85470.45,1,False,True,False
5751,645,Male,3.713572066704308,6,131411.24,1,1,1,194656.11,0,True,False,False
5752,752,Female,3.6109179126442243,3,0.0,2,1,1,48505.1,0,False,False,True
5753,760,Female,3.7376696182833684,6,0.0,2,0,0,101491.23,0,False,False,True
5754,714,Female,3.828641396489095,9,106431.97,2,1,1,164117.69,0,False,True,False
5755,717,Male,3.9318256327243257,9,90305.76,1,1,1,124626.57,0,True,False,False
5756,645,Male,3.367295829986474,7,117466.03,2,1,1,34490.06,0,False,True,False
5757,681,Male,3.4965075614664802,3,148884.47,2,1,1,90967.37,0,True,False,False
5758,681,Female,3.8066624897703196,4,91115.76,2,0,0,24208.84,1,False,True,False
5759,679,Female,3.6375861597263857,8,77373.87,2,0,1,174873.09,0,False,True,False
5760,528,Male,3.1780538303479458,7,104744.89,1,1,0,170262.97,0,False,False,True
5761,710,Female,3.4657359027997265,3,0.0,2,1,1,112289.06,0,True,False,False
5762,733,Male,3.6888794541139363,5,91538.51,1,1,1,93783.0,0,False,True,False
5763,724,Female,3.4965075614664802,6,0.0,2,1,1,150026.79,0,True,False,False
5764,726,Female,3.5553480614894135,0,185734.75,1,1,1,102036.82,0,True,False,False
5765,520,Male,3.4339872044851463,3,143396.54,2,1,1,898.51,0,True,False,False
5766,556,Male,3.713572066704308,5,125909.85,1,1,1,95124.4,0,True,False,False
5767,579,Female,3.828641396489095,2,0.0,2,0,0,11514.39,0,True,False,False
5768,674,Male,3.6109179126442243,2,154525.7,1,0,1,27468.72,0,True,False,False
5769,570,Female,3.4011973816621555,0,0.0,1,1,0,37092.43,0,True,False,False
5770,631,Male,3.9512437185814275,8,100654.8,1,1,0,171587.9,0,True,False,False
5771,623,Male,3.8066624897703196,1,83325.77,1,0,1,80828.78,0,False,False,True
5772,665,Male,3.58351893845611,8,110934.54,1,1,0,169287.99,0,True,False,False
5773,523,Female,3.6109179126442243,8,113680.54,1,0,0,13197.44,0,False,False,True
5774,706,Male,3.4657359027997265,1,117020.08,2,1,0,54439.53,0,False,True,False
5775,619,Female,3.912023005428146,9,145359.99,1,1,0,38186.85,0,True,False,False
5776,593,Female,3.6888794541139363,8,151391.68,1,1,0,27274.6,1,False,True,False
5777,608,Male,4.204692619390966,8,123935.35,1,1,1,65758.19,0,False,False,True
5778,526,Female,3.6109179126442243,0,0.0,2,1,0,97767.63,0,True,False,False
5779,684,Male,3.713572066704308,2,70291.02,1,1,1,115468.84,1,False,False,True
5780,604,Female,3.7612001156935624,10,166031.45,1,1,0,98293.14,0,False,True,False
5781,636,Male,3.6109179126442243,6,96643.32,1,0,0,182059.28,0,False,True,False
5782,669,Female,3.5263605246161616,8,0.0,2,0,1,128538.05,0,False,False,True
5783,624,Male,4.276666119016055,7,0.0,2,1,1,108841.83,0,True,False,False
5784,631,Male,3.4011973816621555,2,0.0,2,1,1,18581.84,0,True,False,False
5785,753,Male,3.8918202981106265,4,0.0,2,0,1,146821.42,0,True,False,False
5786,588,Male,3.713572066704308,5,0.0,2,0,0,100727.68,0,True,False,False
5787,729,Male,3.295836866004329,4,97268.1,2,1,0,39356.38,0,False,True,False
5788,602,Female,3.7612001156935624,10,0.0,2,0,0,169921.11,1,True,False,False
5789,689,Female,4.02535169073515,1,76296.81,1,1,0,42364.75,1,False,True,False
5790,486,Male,3.332204510175204,7,0.0,2,1,0,28823.04,0,False,False,True
5791,809,Female,3.7612001156935624,6,64497.94,3,0,1,182436.81,1,False,True,False
5792,562,Male,3.6635616461296463,5,0.0,1,1,0,115700.2,0,True,False,False
5793,763,Female,3.4965075614664802,8,0.0,2,1,0,16725.53,0,False,False,True
5794,669,Male,4.060443010546419,5,0.0,2,1,1,56875.76,0,True,False,False
5795,709,Male,3.6888794541139363,8,0.0,2,1,0,56214.09,0,True,False,False
5796,554,Female,3.828641396489095,4,0.0,2,1,1,193412.05,0,False,False,True
5797,699,Male,3.6375861597263857,10,0.0,2,0,0,83263.04,0,True,False,False
5798,732,Male,4.007333185232471,0,134249.7,1,0,1,13404.4,0,False,False,True
5799,625,Female,3.828641396489095,3,0.0,1,1,1,184474.15,1,True,False,False
5800,599,Male,3.4339872044851463,9,105443.68,1,1,1,121124.53,0,True,False,False
5801,584,Female,3.9318256327243257,1,0.0,1,0,1,152567.75,1,False,False,True
5802,499,Male,3.58351893845611,10,0.0,2,1,0,10722.54,0,True,False,False
5803,526,Male,3.6635616461296463,2,0.0,2,0,0,58010.98,0,False,False,True
5804,625,Female,3.58351893845611,5,86147.46,2,1,0,163440.8,1,False,True,False
5805,537,Female,3.6635616461296463,1,96939.06,1,1,1,102606.92,0,False,False,True
5806,696,Male,3.871201010907891,1,106758.6,1,1,1,80591.18,0,False,False,True
5807,679,Female,3.5263605246161616,9,112528.65,2,1,0,177362.45,0,True,False,False
5808,684,Male,4.110873864173311,2,116563.58,1,1,0,120257.7,1,True,False,False
5809,850,Male,3.4965075614664802,4,0.0,1,1,1,180622.02,0,True,False,False
5810,495,Female,3.7612001156935624,7,0.0,2,0,0,130404.53,0,False,False,True
5811,537,Female,3.6635616461296463,6,141786.78,1,0,1,147797.54,0,False,False,True
5812,850,Male,3.7376696182833684,3,136416.82,1,0,1,57844.26,0,True,False,False
5813,513,Male,3.4339872044851463,5,0.0,2,1,0,162523.66,0,True,False,False
5814,618,Female,3.713572066704308,1,133245.52,2,1,1,54495.82,0,False,True,False
5815,802,Female,3.7376696182833684,4,90757.64,2,0,1,169183.66,0,False,True,False
5816,547,Male,3.784189633918261,1,92350.36,1,0,1,80262.91,0,True,False,False
5817,613,Male,4.248495242049359,9,78778.49,1,0,1,8751.59,0,False,True,False
5818,592,Female,3.5553480614894135,6,102143.93,2,1,1,102628.98,0,False,True,False
5819,546,Male,3.4011973816621555,5,0.0,1,1,1,94823.95,0,True,False,False
5820,721,Male,3.6375861597263857,4,98459.6,1,0,0,90821.66,0,False,True,False
5821,671,Female,3.871201010907891,7,114603.76,2,1,0,153194.32,1,False,True,False
5822,624,Male,3.58351893845611,2,0.0,2,1,0,87310.59,0,False,False,True
5823,751,Female,3.9512437185814275,7,148074.79,1,1,0,146411.41,1,False,True,False
5824,636,Male,3.6109179126442243,1,0.0,3,1,1,74048.1,1,False,False,True
5825,607,Female,4.143134726391533,8,108004.64,1,1,1,23386.77,1,False,False,True
5826,509,Female,3.4011973816621555,0,107712.57,2,1,1,92898.17,0,False,True,False
5827,653,Male,3.58351893845611,9,0.0,2,1,1,45956.05,0,False,False,True
5828,709,Female,3.6375861597263857,8,0.0,3,1,0,71738.56,0,False,False,True
5829,559,Male,3.4965075614664802,9,145303.52,1,1,0,103560.98,0,True,False,False
5830,684,Male,3.6375861597263857,4,138476.41,2,1,1,52367.29,0,False,True,False
5831,635,Female,3.332204510175204,8,127471.56,1,1,1,152916.05,1,True,False,False
5832,709,Male,3.295836866004329,6,156551.63,1,0,1,4410.77,0,True,False,False
5833,656,Female,3.912023005428146,9,97092.87,1,1,0,74771.22,1,False,True,False
5834,793,Male,3.4965075614664802,2,0.0,2,1,0,193817.63,1,True,False,False
5835,609,Male,3.6375861597263857,5,129312.79,1,1,1,26793.82,0,False,False,True
5836,618,Female,3.4011973816621555,10,100315.1,2,1,1,32526.64,0,False,True,False
5837,850,Female,3.58351893845611,6,81684.97,1,1,0,824.0,0,True,False,False
5838,669,Male,3.9512437185814275,3,88827.53,1,0,0,85250.77,1,False,False,True
5839,594,Male,3.713572066704308,0,152092.44,2,1,1,83508.93,0,False,True,False
5840,616,Male,4.276666119016055,4,0.0,2,1,1,173599.38,0,False,False,True
5841,676,Female,3.912023005428146,1,0.0,1,1,0,79342.31,1,True,False,False
5842,608,Female,3.6635616461296463,9,102406.76,1,0,1,57600.66,0,False,False,True
5843,710,Male,3.091042453358316,4,109130.96,2,1,1,56191.99,0,True,False,False
5844,695,Male,3.4011973816621555,5,0.0,2,1,1,6770.44,0,True,False,False
5845,530,Male,3.5263605246161616,9,75242.28,1,0,1,101694.67,0,False,True,False
5846,509,Male,3.4011973816621555,1,0.0,2,1,0,69113.14,0,False,False,True
5847,517,Female,3.828641396489095,4,0.0,1,0,0,172674.36,1,True,False,False
5848,758,Male,3.5263605246161616,0,129142.54,2,1,1,26606.28,0,False,True,False
5849,665,Male,3.9512437185814275,2,0.0,1,0,0,53353.36,0,True,False,False
5850,631,Female,3.1354942159291497,6,139129.92,1,1,1,63747.51,0,False,True,False
5851,576,Male,3.5263605246161616,3,0.0,2,0,1,190112.05,0,False,False,True
5852,544,Male,3.1354942159291497,3,66483.32,1,0,1,110317.39,0,False,False,True
5853,596,Male,3.713572066704308,5,62389.03,3,1,0,148623.43,1,False,True,False
5854,481,Female,3.5553480614894135,5,0.0,2,1,1,125253.46,0,True,False,False
5855,498,Male,3.8501476017100584,1,91857.66,1,1,0,101954.78,1,True,False,False
5856,512,Male,3.4657359027997265,6,0.0,2,1,0,168462.26,0,False,False,True
5857,594,Female,4.04305126783455,7,0.0,1,1,0,26215.85,1,True,False,False
5858,570,Female,3.4339872044851463,10,176173.52,1,1,0,97045.32,1,True,False,False
5859,721,Male,3.6635616461296463,7,0.0,1,0,1,53534.8,0,False,False,True
5860,453,Female,3.6375861597263857,4,131834.76,2,1,0,8949.2,0,True,False,False
5861,562,Male,3.8918202981106265,3,92347.96,1,1,1,163116.75,0,True,False,False
5862,682,Male,3.713572066704308,4,0.0,2,1,1,140745.91,0,True,False,False
5863,748,Male,3.713572066704308,3,95297.11,1,0,0,171515.84,0,True,False,False
5864,729,Female,3.4965075614664802,9,0.0,2,0,0,150803.44,0,True,False,False
5865,663,Male,3.6888794541139363,4,0.0,1,1,0,76884.05,0,True,False,False
5866,735,Female,3.9889840465642745,8,123845.36,2,0,1,170454.93,1,True,False,False
5867,627,Male,4.143134726391533,3,143426.34,2,1,1,143104.3,0,False,True,False
5868,713,Male,3.8501476017100584,5,0.0,1,1,1,55701.62,0,True,False,False
5869,562,Male,3.4657359027997265,2,112708.2,1,0,1,186370.3,0,False,True,False
5870,632,Male,3.784189633918261,2,100013.51,1,1,0,24275.32,0,True,False,False
5871,479,Female,3.5263605246161616,2,208165.53,1,0,0,50774.81,1,True,False,False
5872,658,Male,3.091042453358316,7,0.0,2,0,1,154279.87,0,False,False,True
5873,598,Female,3.713572066704308,9,0.0,1,1,0,68462.59,1,True,False,False
5874,597,Male,2.995732273553991,2,0.0,2,1,1,91036.74,0,True,False,False
5875,512,Female,3.5263605246161616,6,121685.31,2,1,1,83681.97,0,True,False,False
5876,704,Male,3.6888794541139363,2,111525.02,1,1,0,199484.96,0,True,False,False
5877,474,Male,3.295836866004329,6,0.0,2,0,0,152491.22,0,True,False,False
5878,604,Male,3.6109179126442243,10,113546.3,1,1,1,134875.37,0,False,True,False
5879,683,Male,3.7376696182833684,6,95696.52,2,1,1,184366.14,0,True,False,False
5880,537,Male,3.367295829986474,0,88963.31,2,1,1,189839.93,0,True,False,False
5881,794,Male,3.4657359027997265,0,144880.34,2,0,1,175643.44,0,False,False,True
5882,732,Male,4.02535169073515,9,136576.02,1,0,1,3268.17,1,True,False,False
5883,495,Female,3.6635616461296463,2,63093.01,1,1,1,47089.72,0,True,False,False
5884,552,Male,3.6635616461296463,10,132271.12,2,1,1,46562.02,0,False,True,False
5885,602,Female,3.4011973816621555,3,88814.4,2,1,1,62487.97,0,True,False,False
5886,607,Male,3.713572066704308,5,90594.55,1,0,1,181598.25,0,False,True,False
5887,675,Female,3.5263605246161616,0,141816.25,1,1,0,64815.05,1,False,True,False
5888,443,Female,4.007333185232471,3,138547.97,1,1,1,70196.23,1,True,False,False
5889,727,Female,3.4657359027997265,2,52192.08,2,0,1,160383.47,0,True,False,False
5890,482,Male,3.6635616461296463,4,124976.19,1,1,0,35848.12,0,True,False,False
5891,686,Female,3.5553480614894135,1,0.0,2,1,0,87278.48,0,True,False,False
5892,588,Male,3.58351893845611,3,104356.38,1,1,0,94498.82,0,False,True,False
5893,605,Female,3.8918202981106265,10,150315.92,1,0,1,133486.36,0,False,False,True
5894,583,Male,3.6888794541139363,1,129299.28,2,1,0,73107.6,0,True,False,False
5895,738,Male,3.6375861597263857,7,140950.92,2,1,0,195333.98,0,False,True,False
5896,744,Male,3.4339872044851463,1,128065.12,1,1,0,121525.48,0,False,False,True
5897,781,Male,3.1780538303479458,2,107433.48,1,1,0,173843.21,0,True,False,False
5898,699,Male,3.5553480614894135,2,117468.67,1,1,0,185227.42,0,True,False,False
5899,639,Female,3.332204510175204,2,0.0,2,0,0,125244.18,0,True,False,False
5900,583,Female,3.332204510175204,4,0.0,3,1,0,163113.41,0,True,False,False
5901,587,Male,3.7612001156935624,1,0.0,1,0,0,123006.91,0,True,False,False
5902,694,Male,3.713572066704308,9,0.0,2,1,0,40463.03,0,True,False,False
5903,570,Female,3.4011973816621555,4,153040.03,1,1,1,131363.57,1,True,False,False
5904,692,Male,3.828641396489095,6,142084.04,4,1,0,188305.85,1,False,True,False
5905,511,Female,3.4339872044851463,5,0.0,2,1,0,143994.86,0,True,False,False
5906,788,Male,3.4965075614664802,4,112079.58,1,0,0,89368.59,0,True,False,False
5907,526,Male,4.204692619390966,7,132044.6,2,1,1,158365.89,0,False,False,True
5908,749,Female,3.8501476017100584,9,66582.81,1,1,0,78753.12,1,False,False,True
5909,691,Female,3.5263605246161616,6,0.0,2,1,1,100408.31,0,True,False,False
5910,481,Female,3.6888794541139363,6,0.0,1,1,1,24677.54,0,True,False,False
5911,752,Male,3.5263605246161616,4,0.0,2,1,1,39570.78,0,True,False,False
5912,658,Female,3.6635616461296463,6,102895.1,1,0,0,155665.76,0,True,False,False
5913,679,Male,3.7612001156935624,2,0.0,1,1,1,168294.27,0,False,False,True
5914,754,Male,3.332204510175204,7,117578.35,2,0,1,87908.01,0,False,True,False
5915,679,Male,3.871201010907891,10,198546.1,2,1,0,191198.92,1,True,False,False
5916,633,Female,3.6888794541139363,2,0.0,2,0,0,191207.03,0,False,False,True
5917,674,Female,3.4657359027997265,1,0.0,1,1,0,128954.05,0,True,False,False
5918,600,Male,3.367295829986474,2,116623.31,1,0,1,59905.29,0,False,True,False
5919,645,Male,3.912023005428146,8,0.0,2,1,0,162012.6,0,False,False,True
5920,698,Male,3.6109179126442243,6,0.0,2,0,1,19231.98,0,True,False,False
5921,508,Male,4.007333185232471,10,0.0,1,1,1,175749.36,0,False,False,True
5922,555,Female,3.8066624897703196,3,105770.7,3,1,0,60533.96,1,True,False,False
5923,751,Female,3.8918202981106265,9,0.0,1,1,0,137508.42,1,True,False,False
5924,738,Female,3.6888794541139363,1,94435.45,2,0,1,189430.86,0,True,False,False
5925,706,Female,3.6888794541139363,8,112889.91,1,0,1,6723.66,0,False,True,False
5926,595,Female,3.9889840465642745,7,0.0,2,1,0,41371.68,1,True,False,False
5927,577,Female,3.784189633918261,3,127940.47,1,0,0,125140.72,1,False,True,False
5928,578,Female,3.6109179126442243,8,129745.1,1,1,1,143683.75,0,False,True,False
5929,699,Male,3.4965075614664802,3,0.0,2,1,1,170770.44,0,True,False,False
5930,826,Female,3.4339872044851463,5,0.0,2,0,1,157397.57,0,True,False,False
5931,656,Female,3.8501476017100584,7,141535.52,1,1,0,50595.15,1,False,True,False
5932,556,Female,3.871201010907891,2,139914.27,1,1,1,50390.98,0,True,False,False
5933,569,Male,3.7376696182833684,4,120243.49,1,1,0,163150.03,1,True,False,False
5934,765,Male,3.5553480614894135,9,91835.16,1,0,0,138280.17,0,True,False,False
5935,544,Male,3.6375861597263857,2,0.0,2,0,0,135067.02,0,False,False,True
5936,588,Female,3.1354942159291497,9,67178.19,1,1,1,163534.75,1,False,False,True
5937,740,Female,3.4657359027997265,8,0.0,2,0,0,86657.48,0,False,False,True
5938,850,Male,3.6635616461296463,7,115378.94,1,0,1,162087.82,0,False,False,True
5939,766,Male,3.4339872044851463,4,127786.28,2,1,1,28879.3,0,False,True,False
5940,849,Female,3.7376696182833684,6,0.0,2,1,1,169203.51,1,True,False,False
5941,612,Female,3.5263605246161616,0,64900.32,2,1,0,102426.12,0,True,False,False
5942,517,Male,3.9889840465642745,0,109172.88,1,1,0,54676.1,1,False,True,False
5943,645,Female,4.02535169073515,7,0.0,2,1,1,18369.33,0,True,False,False
5944,696,Male,3.784189633918261,4,114091.38,1,0,1,159888.1,0,False,True,False
5945,716,Female,3.713572066704308,3,0.0,2,0,1,167636.15,0,True,False,False
5946,590,Male,3.4965075614664802,9,0.0,2,1,0,138889.15,0,True,False,False
5947,656,Female,3.828641396489095,7,145933.27,1,1,1,199392.14,0,True,False,False
5948,473,Female,3.58351893845611,7,131504.73,1,1,0,189560.43,0,False,True,False
5949,742,Female,3.8066624897703196,8,107926.02,1,0,1,17375.27,1,False,True,False
5950,834,Female,4.060443010546419,8,112281.6,3,1,0,140225.14,1,False,True,False
5951,721,Male,3.7376696182833684,7,0.0,2,0,1,61018.85,0,True,False,False
5952,590,Male,3.4011973816621555,10,0.0,1,1,1,51907.72,1,False,False,True
5953,516,Female,3.4657359027997265,7,0.0,1,1,0,47018.75,0,False,False,True
5954,850,Male,3.5263605246161616,0,124781.67,1,0,1,33700.52,0,True,False,False
5955,748,Female,3.6888794541139363,9,132865.56,1,1,1,59636.43,1,True,False,False
5956,798,Female,3.6635616461296463,4,129055.13,1,1,0,157147.59,0,False,True,False
5957,612,Male,4.343805421853684,6,96166.88,1,1,1,191393.26,0,False,True,False
5958,540,Female,3.713572066704308,3,165298.12,1,0,1,199862.75,0,True,False,False
5959,719,Female,3.5263605246161616,7,0.0,2,1,0,20016.59,0,False,False,True
5960,598,Male,3.8918202981106265,6,120682.53,1,1,0,30635.52,1,True,False,False
5961,796,Male,3.4965075614664802,5,102773.15,2,0,1,117832.88,0,False,False,True
5962,579,Male,3.7612001156935624,0,144386.32,1,1,1,22497.1,1,False,True,False
5963,850,Female,3.713572066704308,7,104449.8,1,1,1,747.88,0,False,True,False
5964,599,Male,3.58351893845611,6,137102.65,1,0,0,76870.81,0,False,False,True
5965,724,Female,3.4339872044851463,9,142475.87,1,1,1,107848.24,0,True,False,False
5966,508,Female,3.784189633918261,9,0.0,1,1,0,103726.71,0,True,False,False
5967,773,Male,3.6375861597263857,2,103195.2,2,1,0,178268.36,0,False,False,True
5968,526,Male,3.367295829986474,1,112070.44,1,0,1,126281.83,0,True,False,False
5969,542,Female,3.4011973816621555,7,0.0,2,0,1,196651.72,0,True,False,False
5970,470,Male,3.58351893845611,1,96473.59,1,0,0,5962.3,0,True,False,False
5971,805,Male,3.6375861597263857,5,0.0,2,1,0,21928.81,0,False,False,True
5972,548,Male,3.912023005428146,9,108437.89,1,0,0,127022.87,1,False,True,False
5973,672,Male,3.6375861597263857,5,153195.59,1,1,1,162763.01,0,True,False,False
5974,773,Male,3.828641396489095,8,96877.21,1,1,1,113950.51,0,True,False,False
5975,614,Male,3.8066624897703196,6,0.0,2,0,1,104930.46,0,True,False,False
5976,537,Female,3.6635616461296463,10,0.0,1,0,0,52337.97,1,True,False,False
5977,704,Female,3.713572066704308,6,95452.89,1,0,1,179964.55,0,True,False,False
5978,586,Male,3.7376696182833684,3,63873.56,1,1,0,83753.64,0,False,False,True
5979,677,Female,3.2188758248682006,0,148298.59,2,0,0,182913.95,0,True,False,False
5980,558,Female,3.4657359027997265,7,0.0,2,1,0,166720.28,0,False,False,True
5981,634,Female,3.6375861597263857,7,143258.85,2,1,0,192721.98,0,False,True,False
5982,655,Male,3.6375861597263857,9,121342.24,1,1,1,180241.44,0,False,True,False
5983,619,Female,3.367295829986474,6,99152.73,2,1,0,48475.12,0,False,True,False
5984,662,Female,3.7376696182833684,4,0.0,2,1,0,126551.48,0,True,False,False
5985,705,Male,3.5263605246161616,7,68423.89,1,1,1,64872.55,0,False,False,True
5986,527,Female,3.58351893845611,8,0.0,1,1,0,98031.53,1,False,False,True
5987,630,Female,3.258096538021482,7,79656.81,1,1,0,93524.22,0,False,True,False
5988,850,Male,3.58351893845611,2,0.0,2,1,1,56991.66,0,True,False,False
5989,668,Female,3.9889840465642745,10,110240.04,1,0,0,183980.56,1,True,False,False
5990,573,Female,3.4965075614664802,9,125321.84,2,1,1,130234.63,0,True,False,False
5991,680,Male,3.332204510175204,3,0.0,1,1,0,32454.26,0,True,False,False
5992,758,Female,3.4965075614664802,2,84378.9,1,1,1,75396.43,0,True,False,False
5993,597,Male,3.828641396489095,7,0.0,2,0,0,167756.45,0,True,False,False
5994,580,Male,3.58351893845611,10,136281.41,2,1,1,24799.47,0,False,True,False
5995,622,Male,4.0943445622221,5,119380.37,1,1,1,60429.43,0,True,False,False
5996,638,Male,4.143134726391533,4,108716.59,2,1,1,74241.09,0,False,True,False
5997,640,Female,3.044522437723423,4,0.0,2,0,1,78310.82,0,True,False,False
5998,644,Male,3.367295829986474,0,0.0,2,1,0,119419.37,0,False,False,True
5999,753,Female,3.4657359027997265,6,106596.29,1,0,0,91305.77,0,True,False,False
6000,629,Female,3.6375861597263857,10,99546.25,3,0,1,25136.95,1,True,False,False
6001,775,Female,3.4339872044851463,5,0.0,1,1,0,193880.6,1,True,False,False
6002,701,Female,3.7376696182833684,2,0.0,1,1,0,47856.78,0,True,False,False
6003,708,Male,2.995732273553991,7,112615.86,1,1,1,4491.77,0,False,False,True
6004,521,Female,3.1354942159291497,10,0.0,1,1,1,101311.95,0,False,False,True
6005,636,Female,3.2188758248682006,9,0.0,2,0,1,38830.72,0,True,False,False
6006,529,Female,3.4657359027997265,5,0.0,2,1,0,26817.23,0,True,False,False
6007,757,Male,3.367295829986474,3,75381.15,1,1,1,199727.72,0,True,False,False
6008,767,Female,3.2188758248682006,5,0.0,2,1,1,67445.85,0,False,False,True
6009,525,Male,3.5263605246161616,5,0.0,2,1,0,161002.29,0,False,False,True
6010,759,Male,3.6635616461296463,1,0.0,2,1,0,20778.39,0,False,False,True
6011,520,Female,3.828641396489095,1,123086.39,1,1,1,41042.4,1,False,True,False
6012,738,Female,3.295836866004329,3,0.0,2,1,0,67484.16,0,True,False,False
6013,548,Male,3.6375861597263857,4,0.0,1,1,0,121763.68,0,False,False,True
6014,535,Male,3.8918202981106265,9,109472.47,1,1,0,157358.43,1,False,False,True
6015,615,Male,4.0943445622221,4,155766.05,1,1,1,110275.17,0,False,False,True
6016,850,Male,3.6635616461296463,7,101985.81,2,0,0,43801.27,0,False,True,False
6017,487,Female,3.5553480614894135,2,96019.5,1,0,0,9085.0,0,True,False,False
6018,731,Male,3.4339872044851463,7,0.0,2,0,1,143086.09,0,True,False,False
6019,726,Female,3.58351893845611,9,0.0,2,0,1,100556.98,0,False,False,True
6020,609,Female,3.58351893845611,2,147900.43,1,1,0,140000.29,0,True,False,False
6021,714,Male,3.970291913552122,4,100755.66,1,1,1,186775.25,0,True,False,False
6022,694,Female,3.58351893845611,7,0.0,1,1,0,133570.43,1,False,False,True
6023,786,Female,3.5263605246161616,0,83036.05,1,0,1,154990.58,1,True,False,False
6024,698,Male,3.332204510175204,6,125427.37,2,0,0,27654.44,0,False,False,True
6025,601,Female,3.8501476017100584,3,98202.76,1,0,0,137763.93,0,True,False,False
6026,769,Male,3.7376696182833684,1,72509.91,1,1,0,25723.73,0,False,False,True
6027,850,Male,3.8066624897703196,3,140393.65,2,0,1,186285.52,0,False,True,False
6028,646,Female,3.9318256327243257,5,142644.64,2,1,1,142208.5,1,False,False,True
6029,659,Female,3.8066624897703196,9,23503.31,1,0,1,169862.01,1,True,False,False
6030,487,Male,3.5263605246161616,8,145729.71,1,1,0,41365.85,0,False,False,True
6031,740,Female,3.713572066704308,2,122295.17,2,1,1,30812.84,0,False,True,False
6032,686,Male,3.6888794541139363,4,0.0,2,1,0,155023.93,0,True,False,False
6033,612,Female,3.6109179126442243,5,119799.27,2,1,0,159416.58,0,False,False,True
6034,655,Male,3.6375861597263857,8,163708.58,2,0,0,76259.23,0,False,False,True
6035,617,Male,3.5553480614894135,1,61687.33,2,1,0,105965.25,0,True,False,False
6036,674,Female,3.332204510175204,4,79144.34,1,0,1,50743.83,0,True,False,False
6037,711,Male,3.4965075614664802,5,0.0,2,1,1,147720.27,0,False,False,True
6038,624,Female,3.332204510175204,7,104848.68,1,1,1,167387.36,0,False,True,False
6039,597,Male,3.295836866004329,5,0.0,2,0,1,95159.13,0,False,False,True
6040,682,Male,3.8501476017100584,4,0.0,1,1,1,4654.28,0,False,False,True
6041,775,Male,3.828641396489095,8,0.0,1,1,0,130376.68,0,True,False,False
6042,727,Female,3.4011973816621555,1,146652.01,1,1,1,173486.39,0,True,False,False
6043,629,Male,3.4657359027997265,6,0.0,2,1,0,93881.75,0,True,False,False
6044,684,Male,3.8501476017100584,0,0.0,2,1,1,36376.97,0,True,False,False
6045,549,Female,3.6375861597263857,1,130622.34,2,1,1,128499.94,0,False,True,False
6046,593,Male,4.248495242049359,2,187013.13,2,0,1,105898.69,0,False,True,False
6047,536,Male,3.713572066704308,9,0.0,2,1,1,11959.03,0,False,False,True
6048,707,Female,3.6109179126442243,6,0.0,1,0,0,98810.78,0,True,False,False
6049,592,Male,3.7376696182833684,0,0.0,2,1,0,65906.07,0,False,False,True
6050,703,Male,3.8066624897703196,6,98862.54,1,1,0,151516.7,0,True,False,False
6051,723,Female,3.828641396489095,4,0.0,2,1,0,37214.39,0,False,False,True
6052,452,Male,3.970291913552122,1,98443.14,2,0,0,92033.98,0,False,True,False
6053,552,Male,3.7612001156935624,4,0.0,2,0,0,195692.3,0,False,False,True
6054,633,Female,3.871201010907891,0,0.0,1,1,1,6342.84,1,True,False,False
6055,479,Female,3.1780538303479458,9,123575.51,1,0,1,95148.28,0,False,True,False
6056,768,Male,3.258096538021482,6,0.0,2,1,1,21215.67,0,True,False,False
6057,742,Male,3.4657359027997265,4,105239.1,1,1,1,19700.24,0,True,False,False
6058,668,Male,4.04305126783455,9,110993.79,1,1,0,134396.64,1,False,True,False
6059,707,Male,3.8066624897703196,3,0.0,2,1,1,135077.01,0,False,False,True
6060,754,Male,3.6888794541139363,7,157691.98,2,1,0,133600.89,1,False,False,True
6061,544,Male,3.871201010907891,5,105245.21,1,0,0,99922.08,1,False,True,False
6062,718,Male,3.4965075614664802,8,0.0,2,1,1,41399.33,0,False,False,True
6063,762,Male,3.4657359027997265,7,117687.35,1,1,1,159344.43,0,True,False,False
6064,772,Male,3.1780538303479458,2,0.0,2,1,0,18364.19,0,True,False,False
6065,691,Female,3.6375861597263857,7,123067.63,1,1,1,98162.44,1,False,True,False
6066,502,Male,3.828641396489095,0,0.0,1,0,0,84663.21,0,True,False,False
6067,563,Female,3.5553480614894135,6,0.0,2,0,0,36536.93,0,True,False,False
6068,676,Female,3.7376696182833684,4,101457.14,1,1,1,79101.67,0,True,False,False
6069,576,Male,3.970291913552122,2,100549.43,2,1,1,16644.16,0,False,False,True
6070,629,Male,3.58351893845611,4,174588.8,2,0,1,158420.14,0,False,False,True
6071,625,Male,3.970291913552122,8,121161.57,1,1,0,48988.28,0,False,False,True
6072,628,Male,3.828641396489095,9,0.0,2,1,1,96862.56,0,True,False,False
6073,471,Female,3.6109179126442243,5,90063.74,2,1,1,96366.7,0,False,True,False
6074,811,Female,3.828641396489095,5,0.0,2,1,1,146123.19,0,True,False,False
6075,504,Male,3.7612001156935624,3,134936.97,2,0,0,135178.91,0,True,False,False
